unified_sample_key	branch_A_sample_id	branch_B_sample_id	branch_C_sample_id	raw_file_name	raw_file_path	uuid	mapping_method	mapping_confidence	mapping_status	notes
146	146	146	146	36b191bd-843f-45e6-9ff2-d99f649c5d0f.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/36b191bd-843f-45e6-9ff2-d99f649c5d0f.rna_seq.augmented_star_gene_counts.tsv	36b191bd-843f-45e6-9ff2-d99f649c5d0f	Verified_Row_Order	High	Verified	Independent manifest-based mapping
147	147	147	147	229e6793-e11e-46c8-9307-1847243a311c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/229e6793-e11e-46c8-9307-1847243a311c.rna_seq.augmented_star_gene_counts.tsv	229e6793-e11e-46c8-9307-1847243a311c	Verified_Row_Order	High	Verified	Independent manifest-based mapping
148	148	148	148	04b6d829-b031-4d9b-99cd-7f9007227edd.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/04b6d829-b031-4d9b-99cd-7f9007227edd.rna_seq.augmented_star_gene_counts.tsv	04b6d829-b031-4d9b-99cd-7f9007227edd	Verified_Row_Order	High	Verified	Independent manifest-based mapping
149	149	149	149	a6d109ab-c352-463e-a786-ea1ad30f78cf.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/a6d109ab-c352-463e-a786-ea1ad30f78cf.rna_seq.augmented_star_gene_counts.tsv	a6d109ab-c352-463e-a786-ea1ad30f78cf	Verified_Row_Order	High	Verified	Independent manifest-based mapping
150	150	150	150	502882eb-8819-4015-8483-ab720e2a25bf.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/502882eb-8819-4015-8483-ab720e2a25bf.rna_seq.augmented_star_gene_counts.tsv	502882eb-8819-4015-8483-ab720e2a25bf	Verified_Row_Order	High	Verified	Independent manifest-based mapping
151	151	151	151	9f962dec-eac6-423c-a6ba-22d96165c616.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/9f962dec-eac6-423c-a6ba-22d96165c616.rna_seq.augmented_star_gene_counts.tsv	9f962dec-eac6-423c-a6ba-22d96165c616	Verified_Row_Order	High	Verified	Independent manifest-based mapping
152	152	152	152	39f7b501-0578-4c4e-9fc4-fd9a7d839dbf.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/39f7b501-0578-4c4e-9fc4-fd9a7d839dbf.rna_seq.augmented_star_gene_counts.tsv	39f7b501-0578-4c4e-9fc4-fd9a7d839dbf	Verified_Row_Order	High	Verified	Independent manifest-based mapping
153	153	153	153	0af61bc8-3dd4-458b-940d-b251e11c422e.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0af61bc8-3dd4-458b-940d-b251e11c422e.rna_seq.augmented_star_gene_counts.tsv	0af61bc8-3dd4-458b-940d-b251e11c422e	Verified_Row_Order	High	Verified	Independent manifest-based mapping
154	154	154	154	8acdddb4-3f0d-4b61-8fdd-c187263b3216.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/8acdddb4-3f0d-4b61-8fdd-c187263b3216.rna_seq.augmented_star_gene_counts.tsv	8acdddb4-3f0d-4b61-8fdd-c187263b3216	Verified_Row_Order	High	Verified	Independent manifest-based mapping
155	155	155	155	54f5fb74-d1b8-4ad8-a1d3-2949ef36653f.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/54f5fb74-d1b8-4ad8-a1d3-2949ef36653f.rna_seq.augmented_star_gene_counts.tsv	54f5fb74-d1b8-4ad8-a1d3-2949ef36653f	Verified_Row_Order	High	Verified	Independent manifest-based mapping
156	156	156	156	c1095377-3814-4ab9-a979-1e4c116c2f22.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c1095377-3814-4ab9-a979-1e4c116c2f22.rna_seq.augmented_star_gene_counts.tsv	c1095377-3814-4ab9-a979-1e4c116c2f22	Verified_Row_Order	High	Verified	Independent manifest-based mapping
157	157	157	157	113df549-f143-4c50-8e18-7c2159bda4eb.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/113df549-f143-4c50-8e18-7c2159bda4eb.rna_seq.augmented_star_gene_counts.tsv	113df549-f143-4c50-8e18-7c2159bda4eb	Verified_Row_Order	High	Verified	Independent manifest-based mapping
158	158	158	158	5d55672c-be4d-4777-aec8-d6798a272723.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5d55672c-be4d-4777-aec8-d6798a272723.rna_seq.augmented_star_gene_counts.tsv	5d55672c-be4d-4777-aec8-d6798a272723	Verified_Row_Order	High	Verified	Independent manifest-based mapping
159	159	159	159	4fa49452-cb75-46c0-a633-42b3f7c4361b.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4fa49452-cb75-46c0-a633-42b3f7c4361b.rna_seq.augmented_star_gene_counts.tsv	4fa49452-cb75-46c0-a633-42b3f7c4361b	Verified_Row_Order	High	Verified	Independent manifest-based mapping
160	160	160	160	d745289b-15ab-4923-9590-774b20d8b885.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d745289b-15ab-4923-9590-774b20d8b885.rna_seq.augmented_star_gene_counts.tsv	d745289b-15ab-4923-9590-774b20d8b885	Verified_Row_Order	High	Verified	Independent manifest-based mapping
161	161	161	161	6b59c7e7-11f7-4326-a849-2e1a6bb9f3e7.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/6b59c7e7-11f7-4326-a849-2e1a6bb9f3e7.rna_seq.augmented_star_gene_counts.tsv	6b59c7e7-11f7-4326-a849-2e1a6bb9f3e7	Verified_Row_Order	High	Verified	Independent manifest-based mapping
162	162	162	162	37bae717-22b7-4a28-8768-ab83c62ad8ee.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/37bae717-22b7-4a28-8768-ab83c62ad8ee.rna_seq.augmented_star_gene_counts.tsv	37bae717-22b7-4a28-8768-ab83c62ad8ee	Verified_Row_Order	High	Verified	Independent manifest-based mapping
163	163	163	163	dc528d13-8cd7-475f-a1c5-d710b36199bb.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/dc528d13-8cd7-475f-a1c5-d710b36199bb.rna_seq.augmented_star_gene_counts.tsv	dc528d13-8cd7-475f-a1c5-d710b36199bb	Verified_Row_Order	High	Verified	Independent manifest-based mapping
164	164	164	164	6ce1df69-82de-4672-bdbc-0dc415983095.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/6ce1df69-82de-4672-bdbc-0dc415983095.rna_seq.augmented_star_gene_counts.tsv	6ce1df69-82de-4672-bdbc-0dc415983095	Verified_Row_Order	High	Verified	Independent manifest-based mapping
165	165	165	165	6571f6d5-963a-4ff7-9174-2b4d61c11069.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/6571f6d5-963a-4ff7-9174-2b4d61c11069.rna_seq.augmented_star_gene_counts.tsv	6571f6d5-963a-4ff7-9174-2b4d61c11069	Verified_Row_Order	High	Verified	Independent manifest-based mapping
166	166	166	166	f26ac65f-2536-4431-9938-45de5996582e.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f26ac65f-2536-4431-9938-45de5996582e.rna_seq.augmented_star_gene_counts.tsv	f26ac65f-2536-4431-9938-45de5996582e	Verified_Row_Order	High	Verified	Independent manifest-based mapping
167	167	167	167	e08e8902-f526-449f-b645-d29b06d175dd.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/e08e8902-f526-449f-b645-d29b06d175dd.rna_seq.augmented_star_gene_counts.tsv	e08e8902-f526-449f-b645-d29b06d175dd	Verified_Row_Order	High	Verified	Independent manifest-based mapping
168	168	168	168	bfbd4b8b-d34e-4ad2-a30b-6465d61ddf98.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/bfbd4b8b-d34e-4ad2-a30b-6465d61ddf98.rna_seq.augmented_star_gene_counts.tsv	bfbd4b8b-d34e-4ad2-a30b-6465d61ddf98	Verified_Row_Order	High	Verified	Independent manifest-based mapping
169	169	169	169	efbd20eb-2922-4904-8cf1-88d5bb09ab30.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/efbd20eb-2922-4904-8cf1-88d5bb09ab30.rna_seq.augmented_star_gene_counts.tsv	efbd20eb-2922-4904-8cf1-88d5bb09ab30	Verified_Row_Order	High	Verified	Independent manifest-based mapping
170	170	170	170	fae111e5-9372-4e6d-8e0d-c158c478afc4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/fae111e5-9372-4e6d-8e0d-c158c478afc4.rna_seq.augmented_star_gene_counts.tsv	fae111e5-9372-4e6d-8e0d-c158c478afc4	Verified_Row_Order	High	Verified	Independent manifest-based mapping
171	171	171	171	aa1c5f7f-f66e-4e92-91fb-a8cd0a6ba463.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/aa1c5f7f-f66e-4e92-91fb-a8cd0a6ba463.rna_seq.augmented_star_gene_counts.tsv	aa1c5f7f-f66e-4e92-91fb-a8cd0a6ba463	Verified_Row_Order	High	Verified	Independent manifest-based mapping
172	172	172	172	86aad7af-3cf5-4941-9ef5-78aafdb57cc3.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/86aad7af-3cf5-4941-9ef5-78aafdb57cc3.rna_seq.augmented_star_gene_counts.tsv	86aad7af-3cf5-4941-9ef5-78aafdb57cc3	Verified_Row_Order	High	Verified	Independent manifest-based mapping
173	173	173	173	b4a1254d-9975-4cc8-88ed-8ad37ac0af82.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b4a1254d-9975-4cc8-88ed-8ad37ac0af82.rna_seq.augmented_star_gene_counts.tsv	b4a1254d-9975-4cc8-88ed-8ad37ac0af82	Verified_Row_Order	High	Verified	Independent manifest-based mapping
174	174	174	174	63af1588-387b-44a7-97ed-4f73559347c2.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/63af1588-387b-44a7-97ed-4f73559347c2.rna_seq.augmented_star_gene_counts.tsv	63af1588-387b-44a7-97ed-4f73559347c2	Verified_Row_Order	High	Verified	Independent manifest-based mapping
175	175	175	175	a0cfa49e-93dd-48c9-8a9a-c3dfdb081ae4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/a0cfa49e-93dd-48c9-8a9a-c3dfdb081ae4.rna_seq.augmented_star_gene_counts.tsv	a0cfa49e-93dd-48c9-8a9a-c3dfdb081ae4	Verified_Row_Order	High	Verified	Independent manifest-based mapping
176	176	176	176	3161d1dc-d31c-42ea-b6e4-a92dfac232d5.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/3161d1dc-d31c-42ea-b6e4-a92dfac232d5.rna_seq.augmented_star_gene_counts.tsv	3161d1dc-d31c-42ea-b6e4-a92dfac232d5	Verified_Row_Order	High	Verified	Independent manifest-based mapping
177	177	177	177	97f42a19-6ae6-4cd5-b4f5-4777c44324e8.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/97f42a19-6ae6-4cd5-b4f5-4777c44324e8.rna_seq.augmented_star_gene_counts.tsv	97f42a19-6ae6-4cd5-b4f5-4777c44324e8	Verified_Row_Order	High	Verified	Independent manifest-based mapping
178	178	178	178	8ce23744-e0bc-459b-8b6d-8bac6c4ef6d5.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/8ce23744-e0bc-459b-8b6d-8bac6c4ef6d5.rna_seq.augmented_star_gene_counts.tsv	8ce23744-e0bc-459b-8b6d-8bac6c4ef6d5	Verified_Row_Order	High	Verified	Independent manifest-based mapping
179	179	179	179	fa094819-3bc6-4bc6-92cc-906254bbfa73.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/fa094819-3bc6-4bc6-92cc-906254bbfa73.rna_seq.augmented_star_gene_counts.tsv	fa094819-3bc6-4bc6-92cc-906254bbfa73	Verified_Row_Order	High	Verified	Independent manifest-based mapping
180	180	180	180	2463aaf7-9673-4bf2-9e8e-41d01e2379a1.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/2463aaf7-9673-4bf2-9e8e-41d01e2379a1.rna_seq.augmented_star_gene_counts.tsv	2463aaf7-9673-4bf2-9e8e-41d01e2379a1	Verified_Row_Order	High	Verified	Independent manifest-based mapping
181	181	181	181	e9c72888-0405-4c66-bcd5-bb56173bdcb2.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/e9c72888-0405-4c66-bcd5-bb56173bdcb2.rna_seq.augmented_star_gene_counts.tsv	e9c72888-0405-4c66-bcd5-bb56173bdcb2	Verified_Row_Order	High	Verified	Independent manifest-based mapping
182	182	182	182	209797f2-6e12-4f02-bea7-fd559305fad4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/209797f2-6e12-4f02-bea7-fd559305fad4.rna_seq.augmented_star_gene_counts.tsv	209797f2-6e12-4f02-bea7-fd559305fad4	Verified_Row_Order	High	Verified	Independent manifest-based mapping
183	183	183	183	41bdf255-88ed-4346-9033-7813b2c97d84.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/41bdf255-88ed-4346-9033-7813b2c97d84.rna_seq.augmented_star_gene_counts.tsv	41bdf255-88ed-4346-9033-7813b2c97d84	Verified_Row_Order	High	Verified	Independent manifest-based mapping
184	184	184	184	51cf388b-effc-44bd-bd78-5b25878561a2.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/51cf388b-effc-44bd-bd78-5b25878561a2.rna_seq.augmented_star_gene_counts.tsv	51cf388b-effc-44bd-bd78-5b25878561a2	Verified_Row_Order	High	Verified	Independent manifest-based mapping
185	185	185	185	967e6f4b-8c6b-4498-87c2-330b2c174061.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/967e6f4b-8c6b-4498-87c2-330b2c174061.rna_seq.augmented_star_gene_counts.tsv	967e6f4b-8c6b-4498-87c2-330b2c174061	Verified_Row_Order	High	Verified	Independent manifest-based mapping
186	186	186	186	aab4bee0-b7a4-4671-b7e3-e11f11abe0e7.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/aab4bee0-b7a4-4671-b7e3-e11f11abe0e7.rna_seq.augmented_star_gene_counts.tsv	aab4bee0-b7a4-4671-b7e3-e11f11abe0e7	Verified_Row_Order	High	Verified	Independent manifest-based mapping
187	187	187	187	92dec9cc-fcd9-4cfc-9bc2-84372e772a5d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/92dec9cc-fcd9-4cfc-9bc2-84372e772a5d.rna_seq.augmented_star_gene_counts.tsv	92dec9cc-fcd9-4cfc-9bc2-84372e772a5d	Verified_Row_Order	High	Verified	Independent manifest-based mapping
188	188	188	188	58d714ce-bdb7-4365-b3f9-a5464237b1d4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/58d714ce-bdb7-4365-b3f9-a5464237b1d4.rna_seq.augmented_star_gene_counts.tsv	58d714ce-bdb7-4365-b3f9-a5464237b1d4	Verified_Row_Order	High	Verified	Independent manifest-based mapping
189	189	189	189	2d2d4fdc-063c-4078-9eb9-758384cbeb22.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/2d2d4fdc-063c-4078-9eb9-758384cbeb22.rna_seq.augmented_star_gene_counts.tsv	2d2d4fdc-063c-4078-9eb9-758384cbeb22	Verified_Row_Order	High	Verified	Independent manifest-based mapping
190	190	190	190	034c42f2-fee6-4196-9c02-24589ce01071.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/034c42f2-fee6-4196-9c02-24589ce01071.rna_seq.augmented_star_gene_counts.tsv	034c42f2-fee6-4196-9c02-24589ce01071	Verified_Row_Order	High	Verified	Independent manifest-based mapping
191	191	191	191	80f616bc-e28d-43b2-b3cb-606962c0d22b.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/80f616bc-e28d-43b2-b3cb-606962c0d22b.rna_seq.augmented_star_gene_counts.tsv	80f616bc-e28d-43b2-b3cb-606962c0d22b	Verified_Row_Order	High	Verified	Independent manifest-based mapping
192	192	192	192	6afd066b-806e-4568-94d9-ac189d1101af.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/6afd066b-806e-4568-94d9-ac189d1101af.rna_seq.augmented_star_gene_counts.tsv	6afd066b-806e-4568-94d9-ac189d1101af	Verified_Row_Order	High	Verified	Independent manifest-based mapping
193	193	193	193	f4a6270e-6932-4d56-aa0b-475377d443b9.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f4a6270e-6932-4d56-aa0b-475377d443b9.rna_seq.augmented_star_gene_counts.tsv	f4a6270e-6932-4d56-aa0b-475377d443b9	Verified_Row_Order	High	Verified	Independent manifest-based mapping
194	194	194	194	328b149f-1c8d-4350-8ed8-a666bdc6a3f9.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/328b149f-1c8d-4350-8ed8-a666bdc6a3f9.rna_seq.augmented_star_gene_counts.tsv	328b149f-1c8d-4350-8ed8-a666bdc6a3f9	Verified_Row_Order	High	Verified	Independent manifest-based mapping
195	195	195	195	155b64a3-9f0a-4f56-970b-d389caea4af3.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/155b64a3-9f0a-4f56-970b-d389caea4af3.rna_seq.augmented_star_gene_counts.tsv	155b64a3-9f0a-4f56-970b-d389caea4af3	Verified_Row_Order	High	Verified	Independent manifest-based mapping
196	196	196	196	c106d702-1803-4226-a120-f43bc28ae11c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c106d702-1803-4226-a120-f43bc28ae11c.rna_seq.augmented_star_gene_counts.tsv	c106d702-1803-4226-a120-f43bc28ae11c	Verified_Row_Order	High	Verified	Independent manifest-based mapping
197	197	197	197	3b6125da-8c27-4889-a5d1-4bdc697f2a72.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/3b6125da-8c27-4889-a5d1-4bdc697f2a72.rna_seq.augmented_star_gene_counts.tsv	3b6125da-8c27-4889-a5d1-4bdc697f2a72	Verified_Row_Order	High	Verified	Independent manifest-based mapping
198	198	198	198	c99203bc-27cb-4af5-983f-46d87525a034.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c99203bc-27cb-4af5-983f-46d87525a034.rna_seq.augmented_star_gene_counts.tsv	c99203bc-27cb-4af5-983f-46d87525a034	Verified_Row_Order	High	Verified	Independent manifest-based mapping
199	199	199	199	404948ed-abef-4949-8375-64908c0d52c0.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/404948ed-abef-4949-8375-64908c0d52c0.rna_seq.augmented_star_gene_counts.tsv	404948ed-abef-4949-8375-64908c0d52c0	Verified_Row_Order	High	Verified	Independent manifest-based mapping
200	200	200	200	03ddea6f-d377-4e2a-a59d-91d5c5b6e4ed.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/03ddea6f-d377-4e2a-a59d-91d5c5b6e4ed.rna_seq.augmented_star_gene_counts.tsv	03ddea6f-d377-4e2a-a59d-91d5c5b6e4ed	Verified_Row_Order	High	Verified	Independent manifest-based mapping
201	201	201	201	7953f14d-563a-4c41-882e-cce3821547a3.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/7953f14d-563a-4c41-882e-cce3821547a3.rna_seq.augmented_star_gene_counts.tsv	7953f14d-563a-4c41-882e-cce3821547a3	Verified_Row_Order	High	Verified	Independent manifest-based mapping
202	202	202	202	979a75fb-49bd-48e4-b7b1-1391a67726cb.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/979a75fb-49bd-48e4-b7b1-1391a67726cb.rna_seq.augmented_star_gene_counts.tsv	979a75fb-49bd-48e4-b7b1-1391a67726cb	Verified_Row_Order	High	Verified	Independent manifest-based mapping
203	203	203	203	23f3b0c8-dc66-445e-9d05-bd631e00f2ee.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/23f3b0c8-dc66-445e-9d05-bd631e00f2ee.rna_seq.augmented_star_gene_counts.tsv	23f3b0c8-dc66-445e-9d05-bd631e00f2ee	Verified_Row_Order	High	Verified	Independent manifest-based mapping
204	204	204	204	9b1f39e2-a587-4fde-afd2-e0808a7766c1.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/9b1f39e2-a587-4fde-afd2-e0808a7766c1.rna_seq.augmented_star_gene_counts.tsv	9b1f39e2-a587-4fde-afd2-e0808a7766c1	Verified_Row_Order	High	Verified	Independent manifest-based mapping
205	205	205	205	df3438b0-f3c9-4d19-bfe3-685b97b05a3a.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/df3438b0-f3c9-4d19-bfe3-685b97b05a3a.rna_seq.augmented_star_gene_counts.tsv	df3438b0-f3c9-4d19-bfe3-685b97b05a3a	Verified_Row_Order	High	Verified	Independent manifest-based mapping
206	206	206	206	45b03af8-f396-4c1b-809a-5e2aa7ce0769.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/45b03af8-f396-4c1b-809a-5e2aa7ce0769.rna_seq.augmented_star_gene_counts.tsv	45b03af8-f396-4c1b-809a-5e2aa7ce0769	Verified_Row_Order	High	Verified	Independent manifest-based mapping
207	207	207	207	0de1e059-6f06-44a0-abd3-c42cf2326898.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0de1e059-6f06-44a0-abd3-c42cf2326898.rna_seq.augmented_star_gene_counts.tsv	0de1e059-6f06-44a0-abd3-c42cf2326898	Verified_Row_Order	High	Verified	Independent manifest-based mapping
208	208	208	208	5990f089-fa26-4ba3-997c-61ff9c7d3dbb.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5990f089-fa26-4ba3-997c-61ff9c7d3dbb.rna_seq.augmented_star_gene_counts.tsv	5990f089-fa26-4ba3-997c-61ff9c7d3dbb	Verified_Row_Order	High	Verified	Independent manifest-based mapping
209	209	209	209	c1c1d4e2-83de-43de-b586-9b375dc91f4d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c1c1d4e2-83de-43de-b586-9b375dc91f4d.rna_seq.augmented_star_gene_counts.tsv	c1c1d4e2-83de-43de-b586-9b375dc91f4d	Verified_Row_Order	High	Verified	Independent manifest-based mapping
210	210	210	210	78484ab5-e8f8-4029-b5b2-63629a949e2f.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/78484ab5-e8f8-4029-b5b2-63629a949e2f.rna_seq.augmented_star_gene_counts.tsv	78484ab5-e8f8-4029-b5b2-63629a949e2f	Verified_Row_Order	High	Verified	Independent manifest-based mapping
211	211	211	211	b5a77ad0-9041-4392-afde-ff98f1321c97.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b5a77ad0-9041-4392-afde-ff98f1321c97.rna_seq.augmented_star_gene_counts.tsv	b5a77ad0-9041-4392-afde-ff98f1321c97	Verified_Row_Order	High	Verified	Independent manifest-based mapping
212	212	212	212	9336dd74-2f3f-4c1f-bebf-e4aae364f784.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/9336dd74-2f3f-4c1f-bebf-e4aae364f784.rna_seq.augmented_star_gene_counts.tsv	9336dd74-2f3f-4c1f-bebf-e4aae364f784	Verified_Row_Order	High	Verified	Independent manifest-based mapping
213	213	213	213	d83433da-3354-4e58-94f6-52d56d296363.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d83433da-3354-4e58-94f6-52d56d296363.rna_seq.augmented_star_gene_counts.tsv	d83433da-3354-4e58-94f6-52d56d296363	Verified_Row_Order	High	Verified	Independent manifest-based mapping
