unified_sample_key	branch_A_sample_id	branch_B_sample_id	branch_C_sample_id	raw_file_name	raw_file_path	uuid	mapping_method	mapping_confidence	mapping_status	notes
282	282	282	282	c247006d-7749-4838-9bfb-1388e089450d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c247006d-7749-4838-9bfb-1388e089450d.rna_seq.augmented_star_gene_counts.tsv	c247006d-7749-4838-9bfb-1388e089450d	Verified_Row_Order	High	Verified	Independent manifest-based mapping
283	283	283	283	fd18cdd5-f7da-45d6-aaa1-d811a4f0a4e1.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/fd18cdd5-f7da-45d6-aaa1-d811a4f0a4e1.rna_seq.augmented_star_gene_counts.tsv	fd18cdd5-f7da-45d6-aaa1-d811a4f0a4e1	Verified_Row_Order	High	Verified	Independent manifest-based mapping
284	284	284	284	6824df5a-832c-4a45-b654-05ba9ac03369.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/6824df5a-832c-4a45-b654-05ba9ac03369.rna_seq.augmented_star_gene_counts.tsv	6824df5a-832c-4a45-b654-05ba9ac03369	Verified_Row_Order	High	Verified	Independent manifest-based mapping
285	285	285	285	ab2b399a-d267-49df-8327-4e9529b26a38.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/ab2b399a-d267-49df-8327-4e9529b26a38.rna_seq.augmented_star_gene_counts.tsv	ab2b399a-d267-49df-8327-4e9529b26a38	Verified_Row_Order	High	Verified	Independent manifest-based mapping
286	286	286	286	5b1cc683-d363-4cb8-b9b2-050c3c541858.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5b1cc683-d363-4cb8-b9b2-050c3c541858.rna_seq.augmented_star_gene_counts.tsv	5b1cc683-d363-4cb8-b9b2-050c3c541858	Verified_Row_Order	High	Verified	Independent manifest-based mapping
287	287	287	287	4852a0bd-7339-45c7-abab-2b17b4792106.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4852a0bd-7339-45c7-abab-2b17b4792106.rna_seq.augmented_star_gene_counts.tsv	4852a0bd-7339-45c7-abab-2b17b4792106	Verified_Row_Order	High	Verified	Independent manifest-based mapping
288	288	288	288	13da7123-db39-4bab-9521-daef5d3030ae.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/13da7123-db39-4bab-9521-daef5d3030ae.rna_seq.augmented_star_gene_counts.tsv	13da7123-db39-4bab-9521-daef5d3030ae	Verified_Row_Order	High	Verified	Independent manifest-based mapping
289	289	289	289	d02fcfe5-6834-4c66-93d4-768783500ede.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d02fcfe5-6834-4c66-93d4-768783500ede.rna_seq.augmented_star_gene_counts.tsv	d02fcfe5-6834-4c66-93d4-768783500ede	Verified_Row_Order	High	Verified	Independent manifest-based mapping
290	290	290	290	0f89ce0f-1176-4c48-af82-4917ccc8f919.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0f89ce0f-1176-4c48-af82-4917ccc8f919.rna_seq.augmented_star_gene_counts.tsv	0f89ce0f-1176-4c48-af82-4917ccc8f919	Verified_Row_Order	High	Verified	Independent manifest-based mapping
291	291	291	291	e0497b17-99ef-4d0b-afc9-9fcd5769baaa.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/e0497b17-99ef-4d0b-afc9-9fcd5769baaa.rna_seq.augmented_star_gene_counts.tsv	e0497b17-99ef-4d0b-afc9-9fcd5769baaa	Verified_Row_Order	High	Verified	Independent manifest-based mapping
292	292	292	292	0de2c4aa-0a01-49af-bc43-027f6321eb15.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0de2c4aa-0a01-49af-bc43-027f6321eb15.rna_seq.augmented_star_gene_counts.tsv	0de2c4aa-0a01-49af-bc43-027f6321eb15	Verified_Row_Order	High	Verified	Independent manifest-based mapping
293	293	293	293	5b48d67b-b6c5-41aa-a8f2-9a73c45ede88.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5b48d67b-b6c5-41aa-a8f2-9a73c45ede88.rna_seq.augmented_star_gene_counts.tsv	5b48d67b-b6c5-41aa-a8f2-9a73c45ede88	Verified_Row_Order	High	Verified	Independent manifest-based mapping
294	294	294	294	da7d327b-1022-4ffc-9ed8-8b4413209ce4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/da7d327b-1022-4ffc-9ed8-8b4413209ce4.rna_seq.augmented_star_gene_counts.tsv	da7d327b-1022-4ffc-9ed8-8b4413209ce4	Verified_Row_Order	High	Verified	Independent manifest-based mapping
295	295	295	295	b5402a87-05a5-421f-be4c-469c34e4bb81.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b5402a87-05a5-421f-be4c-469c34e4bb81.rna_seq.augmented_star_gene_counts.tsv	b5402a87-05a5-421f-be4c-469c34e4bb81	Verified_Row_Order	High	Verified	Independent manifest-based mapping
296	296	296	296	4d3bdf9e-0c8b-4f1a-afdf-8a1c36114653.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4d3bdf9e-0c8b-4f1a-afdf-8a1c36114653.rna_seq.augmented_star_gene_counts.tsv	4d3bdf9e-0c8b-4f1a-afdf-8a1c36114653	Verified_Row_Order	High	Verified	Independent manifest-based mapping
297	297	297	297	210daf0d-280e-4c43-a48b-65e5c2a92a77.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/210daf0d-280e-4c43-a48b-65e5c2a92a77.rna_seq.augmented_star_gene_counts.tsv	210daf0d-280e-4c43-a48b-65e5c2a92a77	Verified_Row_Order	High	Verified	Independent manifest-based mapping
298	298	298	298	0a80d60d-df15-4474-92f9-97f5be07e180.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0a80d60d-df15-4474-92f9-97f5be07e180.rna_seq.augmented_star_gene_counts.tsv	0a80d60d-df15-4474-92f9-97f5be07e180	Verified_Row_Order	High	Verified	Independent manifest-based mapping
299	299	299	299	829e7c71-bbc4-463e-bff7-70bec0074e51.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/829e7c71-bbc4-463e-bff7-70bec0074e51.rna_seq.augmented_star_gene_counts.tsv	829e7c71-bbc4-463e-bff7-70bec0074e51	Verified_Row_Order	High	Verified	Independent manifest-based mapping
300	300	300	300	64d208b9-6a15-4077-885f-30d9cdedf147.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/64d208b9-6a15-4077-885f-30d9cdedf147.rna_seq.augmented_star_gene_counts.tsv	64d208b9-6a15-4077-885f-30d9cdedf147	Verified_Row_Order	High	Verified	Independent manifest-based mapping
301	301	301	301	e749773c-7cd6-45d4-ae43-68b03f9b2a25.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/e749773c-7cd6-45d4-ae43-68b03f9b2a25.rna_seq.augmented_star_gene_counts.tsv	e749773c-7cd6-45d4-ae43-68b03f9b2a25	Verified_Row_Order	High	Verified	Independent manifest-based mapping
302	302	302	302	338baec6-c9fe-4691-9c2a-bc96799f8dee.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/338baec6-c9fe-4691-9c2a-bc96799f8dee.rna_seq.augmented_star_gene_counts.tsv	338baec6-c9fe-4691-9c2a-bc96799f8dee	Verified_Row_Order	High	Verified	Independent manifest-based mapping
303	303	303	303	05d2774d-cb3e-4485-9825-c04d4ca44bb6.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/05d2774d-cb3e-4485-9825-c04d4ca44bb6.rna_seq.augmented_star_gene_counts.tsv	05d2774d-cb3e-4485-9825-c04d4ca44bb6	Verified_Row_Order	High	Verified	Independent manifest-based mapping
304	304	304	304	9cee9b1d-e8ee-4f8e-be85-c96dac6138b3.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/9cee9b1d-e8ee-4f8e-be85-c96dac6138b3.rna_seq.augmented_star_gene_counts.tsv	9cee9b1d-e8ee-4f8e-be85-c96dac6138b3	Verified_Row_Order	High	Verified	Independent manifest-based mapping
305	305	305	305	1076483a-e462-47e5-a47a-ca9544548dff.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/1076483a-e462-47e5-a47a-ca9544548dff.rna_seq.augmented_star_gene_counts.tsv	1076483a-e462-47e5-a47a-ca9544548dff	Verified_Row_Order	High	Verified	Independent manifest-based mapping
306	306	306	306	251de1f4-0bc3-4b44-af08-1abc9c720f67.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/251de1f4-0bc3-4b44-af08-1abc9c720f67.rna_seq.augmented_star_gene_counts.tsv	251de1f4-0bc3-4b44-af08-1abc9c720f67	Verified_Row_Order	High	Verified	Independent manifest-based mapping
307	307	307	307	5862a2c8-9700-4bfd-8247-176efebc3efb.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5862a2c8-9700-4bfd-8247-176efebc3efb.rna_seq.augmented_star_gene_counts.tsv	5862a2c8-9700-4bfd-8247-176efebc3efb	Verified_Row_Order	High	Verified	Independent manifest-based mapping
308	308	308	308	d9ce8aca-09dc-4140-a530-e6412c0ad927.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d9ce8aca-09dc-4140-a530-e6412c0ad927.rna_seq.augmented_star_gene_counts.tsv	d9ce8aca-09dc-4140-a530-e6412c0ad927	Verified_Row_Order	High	Verified	Independent manifest-based mapping
309	309	309	309	45ab4192-f1bb-46cd-8e85-c2341d67642f.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/45ab4192-f1bb-46cd-8e85-c2341d67642f.rna_seq.augmented_star_gene_counts.tsv	45ab4192-f1bb-46cd-8e85-c2341d67642f	Verified_Row_Order	High	Verified	Independent manifest-based mapping
310	310	310	310	8480f10c-26ec-42d1-8754-ff8cb744978e.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/8480f10c-26ec-42d1-8754-ff8cb744978e.rna_seq.augmented_star_gene_counts.tsv	8480f10c-26ec-42d1-8754-ff8cb744978e	Verified_Row_Order	High	Verified	Independent manifest-based mapping
311	311	311	311	d98b999b-c625-4970-9b6a-533e7a4b7a0f.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d98b999b-c625-4970-9b6a-533e7a4b7a0f.rna_seq.augmented_star_gene_counts.tsv	d98b999b-c625-4970-9b6a-533e7a4b7a0f	Verified_Row_Order	High	Verified	Independent manifest-based mapping
312	312	312	312	c2bc46d6-7065-44ff-a21a-7a3676990fdb.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c2bc46d6-7065-44ff-a21a-7a3676990fdb.rna_seq.augmented_star_gene_counts.tsv	c2bc46d6-7065-44ff-a21a-7a3676990fdb	Verified_Row_Order	High	Verified	Independent manifest-based mapping
313	313	313	313	def5d534-0efd-450c-bde0-f69abbe48f7c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/def5d534-0efd-450c-bde0-f69abbe48f7c.rna_seq.augmented_star_gene_counts.tsv	def5d534-0efd-450c-bde0-f69abbe48f7c	Verified_Row_Order	High	Verified	Independent manifest-based mapping
314	314	314	314	84ec66a6-0ea7-4a37-ad5f-f41f5cad1ecc.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/84ec66a6-0ea7-4a37-ad5f-f41f5cad1ecc.rna_seq.augmented_star_gene_counts.tsv	84ec66a6-0ea7-4a37-ad5f-f41f5cad1ecc	Verified_Row_Order	High	Verified	Independent manifest-based mapping
315	315	315	315	c7648754-3563-4d93-8107-d64def41fd4b.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c7648754-3563-4d93-8107-d64def41fd4b.rna_seq.augmented_star_gene_counts.tsv	c7648754-3563-4d93-8107-d64def41fd4b	Verified_Row_Order	High	Verified	Independent manifest-based mapping
316	316	316	316	671d7eb7-92fc-4318-be85-e48f7d868225.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/671d7eb7-92fc-4318-be85-e48f7d868225.rna_seq.augmented_star_gene_counts.tsv	671d7eb7-92fc-4318-be85-e48f7d868225	Verified_Row_Order	High	Verified	Independent manifest-based mapping
317	317	317	317	a0910cd1-f12f-4215-bd3a-db593c810dc2.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/a0910cd1-f12f-4215-bd3a-db593c810dc2.rna_seq.augmented_star_gene_counts.tsv	a0910cd1-f12f-4215-bd3a-db593c810dc2	Verified_Row_Order	High	Verified	Independent manifest-based mapping
318	318	318	318	f8e0df1c-94bc-4e0f-b45e-51aa187c04d8.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f8e0df1c-94bc-4e0f-b45e-51aa187c04d8.rna_seq.augmented_star_gene_counts.tsv	f8e0df1c-94bc-4e0f-b45e-51aa187c04d8	Verified_Row_Order	High	Verified	Independent manifest-based mapping
319	319	319	319	0d3fac43-2d9d-4904-9650-40fd7af2942b.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0d3fac43-2d9d-4904-9650-40fd7af2942b.rna_seq.augmented_star_gene_counts.tsv	0d3fac43-2d9d-4904-9650-40fd7af2942b	Verified_Row_Order	High	Verified	Independent manifest-based mapping
320	320	320	320	9c71c75f-8b3c-487e-beb8-d372875b2b2d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/9c71c75f-8b3c-487e-beb8-d372875b2b2d.rna_seq.augmented_star_gene_counts.tsv	9c71c75f-8b3c-487e-beb8-d372875b2b2d	Verified_Row_Order	High	Verified	Independent manifest-based mapping
321	321	321	321	c6080974-048f-45f4-97bf-9e4fdcaf09ee.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c6080974-048f-45f4-97bf-9e4fdcaf09ee.rna_seq.augmented_star_gene_counts.tsv	c6080974-048f-45f4-97bf-9e4fdcaf09ee	Verified_Row_Order	High	Verified	Independent manifest-based mapping
322	322	322	322	fd950816-2bc3-4e25-90b4-6a6a049cd809.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/fd950816-2bc3-4e25-90b4-6a6a049cd809.rna_seq.augmented_star_gene_counts.tsv	fd950816-2bc3-4e25-90b4-6a6a049cd809	Verified_Row_Order	High	Verified	Independent manifest-based mapping
323	323	323	323	55205481-335e-44c1-885a-fa5a33bd7edf.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/55205481-335e-44c1-885a-fa5a33bd7edf.rna_seq.augmented_star_gene_counts.tsv	55205481-335e-44c1-885a-fa5a33bd7edf	Verified_Row_Order	High	Verified	Independent manifest-based mapping
324	324	324	324	d2b6a1a6-ed16-4374-8b28-912237ed87c2.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d2b6a1a6-ed16-4374-8b28-912237ed87c2.rna_seq.augmented_star_gene_counts.tsv	d2b6a1a6-ed16-4374-8b28-912237ed87c2	Verified_Row_Order	High	Verified	Independent manifest-based mapping
325	325	325	325	dad61e18-e3f1-4beb-b3c3-ae434e35af2d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/dad61e18-e3f1-4beb-b3c3-ae434e35af2d.rna_seq.augmented_star_gene_counts.tsv	dad61e18-e3f1-4beb-b3c3-ae434e35af2d	Verified_Row_Order	High	Verified	Independent manifest-based mapping
326	326	326	326	2c3f2491-4d3b-41da-9866-94644fc8d102.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/2c3f2491-4d3b-41da-9866-94644fc8d102.rna_seq.augmented_star_gene_counts.tsv	2c3f2491-4d3b-41da-9866-94644fc8d102	Verified_Row_Order	High	Verified	Independent manifest-based mapping
327	327	327	327	917fa61d-4556-42a0-bc3a-449ef1b29886.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/917fa61d-4556-42a0-bc3a-449ef1b29886.rna_seq.augmented_star_gene_counts.tsv	917fa61d-4556-42a0-bc3a-449ef1b29886	Verified_Row_Order	High	Verified	Independent manifest-based mapping
